"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,113,"JAM","Jamaica","JAMAICA","Jamaica","Jamaica","","","","Jamaïque ","Jamaica ","<U+042F><U+043C><U+0430><U+0439><U+043A><U+0430>","<U+062C><U+0645><U+0627><U+064A><U+0643><U+0627>","<U+7259><U+4E70><U+52A0> ","","","Jamaica","JM","","JM","388","19620806","Present","2576085","11043.86","233.25947630629145","Caribbean","Americas","1","","","","Latin America & Caribbean","Lower middle income","Moderately indebted","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","1",""
